ID,Nama,Jenis Kelamin,Usia,Tingkat Pendidikan,Pendapatan,Pengeluaran,Jam Kerja,Wilayah,Promo,Skor Loyalitas,Skor Kesehatan,Departemen,Pengalaman (Tahun),Hasil
735,Individu-735,Perempuan,22,Diploma,11824.59,13157.79,40,Rural,No,67.88,53.17,IT,1,Average
736,Individu-736,Perempuan,33,Doktor,1864.79,7736.59,23,Rural,Yes,25.64,74.9,HR,1,Low Performer
737,Individu-737,Perempuan,21,Diploma,16042.94,3397.05,23,Rural,No,27.07,95.64,Finance,14,Low Performer
738,Individu-738,Perempuan,31,Sarjana,13944.08,17593.39,50,Urban,Yes,72.01,67.11,HR,18,Average
739,Individu-739,Perempuan,57,SMA,15452.35,14575.51,80,Rural,No,54.12,71.29,HR,40,Average
740,Individu-740,Laki-Laki,47,Diploma,5470.28,1564.42,51,Suburban,Yes,46.12,80.38,Operations,39,Low Performer
741,Individu-741,Laki-Laki,20,Sarjana,29993.15,11526.31,16,Urban,No,56.34,70.03,Marketing,6,Average
742,Individu-742,Laki-Laki,40,Doktor,2474.48,9484.56,26,Suburban,Yes,16.03,88.15,HR,31,Low Performer
743,Individu-743,Laki-Laki,34,Diploma,8280.27,2882.64,38,Suburban,Yes,32.69,76.61,HR,39,Low Performer
744,Individu-744,Perempuan,22,Sarjana,9197.79,17123.2,80,Urban,No,5.35,93.71,Marketing,38,Low Performer
745,Individu-745,Perempuan,37,Doktor,23430.02,8270.28,63,Urban,Yes,44.85,77.43,IT,23,Low Performer
746,Individu-746,Laki-Laki,33,SMA,3316.25,18041.61,63,Urban,No,28.68,74.85,HR,23,Low Performer
747,Individu-747,Laki-Laki,36,Sarjana,28354.41,7800.7,13,Suburban,No,9.59,73.31,Finance,31,Low Performer
748,Individu-748,Laki-Laki,45,Diploma,23072.92,4889.49,47,Rural,Yes,89.26,71.27,HR,40,Average
749,Individu-749,Perempuan,63,SMA,2069.17,14424.66,54,Urban,Yes,17.98,68.67,Operations,16,Low Performer
750,Individu-750,Laki-Laki,50,Doktor,27058.33,375.83,32,Suburban,Yes,69.11,50.56,Marketing,7,Average
751,Individu-751,Perempuan,26,Sarjana,11228.14,18697.58,48,Suburban,Yes,18.38,82.37,IT,10,Low Performer
752,Individu-752,Laki-Laki,28,Diploma,21577.2,15061.64,36,Suburban,No,22.58,91.59,Operations,14,Low Performer
753,Individu-753,Perempuan,64,SMA,4321.48,2094.74,71,Rural,No,89.33,99.12,HR,27,High Performer
754,Individu-754,Laki-Laki,65,Sarjana,28260.83,4822.4,65,Urban,No,92.53,91.42,IT,20,High Performer
755,Individu-755,Laki-Laki,28,SMA,24611.61,507.9,25,Rural,No,74.29,98.47,Finance,12,Average
756,Individu-756,Laki-Laki,23,Doktor,29179.12,3225.39,41,Urban,Yes,45.64,89.93,Marketing,20,Low Performer
757,Individu-757,Laki-Laki,64,Magister,29305.05,9750.83,78,Urban,No,13.13,83.87,Operations,6,Low Performer
758,Individu-758,Laki-Laki,64,SMA,2954.72,17557.12,47,Suburban,No,11.8,98.74,Finance,1,Low Performer
759,Individu-759,Perempuan,38,Diploma,7769.35,19238.34,77,Urban,No,36.32,56.91,Finance,40,Low Performer
760,Individu-760,Laki-Laki,18,Sarjana,2905.3,12691.31,59,Rural,No,79.18,53.6,IT,19,Average
761,Individu-761,Perempuan,50,SMA,5914.72,1491.7,36,Suburban,Yes,72.92,50.13,Finance,10,Average
762,Individu-762,Laki-Laki,42,Sarjana,3753.4,11090.55,62,Rural,No,46.97,75.51,IT,17,Low Performer
763,Individu-763,Laki-Laki,41,Magister,6289.91,10741.93,35,Suburban,Yes,55.23,80.74,Marketing,28,Average
764,Individu-764,Laki-Laki,64,Magister,17496.06,7616.34,55,Suburban,No,34.02,92.72,Marketing,34,Low Performer
765,Individu-765,Laki-Laki,24,Magister,1752.39,1550.6,33,Urban,No,55.09,67.48,IT,18,Average
766,Individu-766,Perempuan,19,Diploma,20745.39,12131.83,72,Rural,No,88.6,63.82,Marketing,22,Average
767,Individu-767,Perempuan,21,Diploma,18194.0,11244.69,36,Urban,Yes,66.36,75.25,Marketing,19,Average
768,Individu-768,Perempuan,51,SMA,5311.57,16948.94,46,Urban,Yes,36.75,69.74,Finance,18,Low Performer
769,Individu-769,Laki-Laki,29,Magister,9557.3,9473.67,60,Rural,Yes,27.8,58.07,IT,31,Low Performer
770,Individu-770,Perempuan,64,SMA,5633.53,4460.32,73,Rural,No,87.17,73.77,Finance,33,Average
771,Individu-771,Laki-Laki,36,Sarjana,22380.73,771.65,42,Rural,Yes,82.81,89.53,IT,3,High Performer
772,Individu-772,Perempuan,57,Doktor,1572.78,2223.01,11,Rural,Yes,58.18,96.53,Operations,5,Average
773,Individu-773,Laki-Laki,47,Magister,14734.58,5339.39,46,Rural,No,28.58,53.6,Finance,39,Low Performer
774,Individu-774,Laki-Laki,57,SMA,27879.0,16645.99,64,Suburban,Yes,59.66,67.35,HR,10,Average
775,Individu-775,Laki-Laki,18,Diploma,20822.48,16561.75,42,Rural,Yes,1.05,88.88,Finance,13,Low Performer
776,Individu-776,Perempuan,55,Sarjana,22630.34,17928.88,49,Rural,Yes,36.84,88.62,Operations,27,Low Performer
777,Individu-777,Perempuan,28,Doktor,7450.2,15901.98,48,Urban,Yes,11.89,67.81,Finance,19,Low Performer
778,Individu-778,Laki-Laki,45,Magister,7517.92,3897.05,48,Urban,No,21.76,50.05,Finance,35,Low Performer
779,Individu-779,Laki-Laki,26,SMA,25046.23,15155.2,13,Urban,Yes,16.66,64.39,Marketing,18,Low Performer
780,Individu-780,Laki-Laki,61,Diploma,11386.86,5552.07,12,Urban,No,16.68,71.28,HR,35,Low Performer
781,Individu-781,Laki-Laki,43,Diploma,5452.53,14057.28,52,Urban,No,47.46,81.87,HR,16,Low Performer
782,Individu-782,Laki-Laki,20,Magister,26983.61,18364.63,56,Rural,Yes,16.67,90.72,Operations,27,Low Performer
783,Individu-783,Laki-Laki,65,Diploma,3864.72,11850.75,52,Urban,Yes,29.58,98.16,HR,4,Low Performer
784,Individu-784,Laki-Laki,54,Diploma,9387.05,837.06,47,Rural,Yes,15.48,86.7,Operations,39,Low Performer
785,Individu-785,Perempuan,42,Magister,17432.25,10968.68,25,Rural,Yes,27.59,97.66,IT,18,Low Performer
786,Individu-786,Laki-Laki,38,Sarjana,26474.53,2274.96,55,Suburban,Yes,70.5,80.06,HR,24,Average
787,Individu-787,Perempuan,56,Magister,24735.68,15427.4,21,Rural,Yes,55.94,68.15,Finance,31,Average
788,Individu-788,Perempuan,48,Doktor,18492.37,9830.26,12,Suburban,Yes,37.39,52.13,HR,2,Low Performer
789,Individu-789,Perempuan,46,Sarjana,1952.36,5270.68,54,Urban,No,40.68,99.7,Operations,23,Low Performer
790,Individu-790,Laki-Laki,56,Sarjana,3818.22,12098.37,24,Urban,Yes,87.19,54.97,Marketing,32,Average
791,Individu-791,Perempuan,63,SMA,13076.84,15411.03,30,Suburban,Yes,57.1,70.91,Finance,23,Average
792,Individu-792,Perempuan,47,Magister,15098.89,17283.98,47,Suburban,Yes,94.11,69.66,Finance,36,Average
793,Individu-793,Perempuan,45,Diploma,20352.45,18172.44,67,Suburban,Yes,18.0,80.28,Operations,1,Low Performer
794,Individu-794,Laki-Laki,58,SMA,9502.83,13862.99,14,Suburban,Yes,79.26,92.03,Operations,3,Average
795,Individu-795,Perempuan,50,Sarjana,2209.12,13790.69,27,Suburban,No,27.63,88.74,Finance,27,Low Performer
796,Individu-796,Perempuan,36,Diploma,4711.63,14703.66,31,Suburban,Yes,90.61,95.84,Marketing,14,High Performer
797,Individu-797,Laki-Laki,31,Diploma,14858.43,3185.04,21,Suburban,No,23.84,69.39,HR,2,Low Performer
798,Individu-798,Laki-Laki,34,Magister,12246.16,775.27,31,Suburban,Yes,72.53,59.66,Finance,27,Average
799,Individu-799,Perempuan,46,Sarjana,22464.17,8159.53,51,Rural,No,57.06,97.25,HR,27,Average
800,Individu-800,Laki-Laki,53,Sarjana,1947.38,732.54,10,Rural,Yes,76.77,90.38,IT,13,Average
801,Individu-801,Perempuan,31,Magister,23911.56,1085.99,10,Rural,Yes,31.15,54.41,Marketing,3,Low Performer
802,Individu-802,Laki-Laki,63,Doktor,5234.2,9715.61,43,Rural,Yes,87.97,55.61,Finance,15,Average
803,Individu-803,Perempuan,24,Doktor,18453.18,12584.87,72,Suburban,No,50.41,79.74,HR,10,Average
804,Individu-804,Laki-Laki,55,Sarjana,21455.46,19206.76,50,Urban,Yes,95.26,86.73,IT,24,High Performer
805,Individu-805,Laki-Laki,34,Doktor,3324.84,12852.0,80,Urban,No,81.94,59.15,Operations,11,Average
806,Individu-806,Perempuan,32,SMA,14567.61,16811.49,37,Urban,Yes,52.25,88.53,Operations,40,Average
807,Individu-807,Perempuan,58,Diploma,15715.78,4324.52,80,Rural,Yes,58.6,50.24,Operations,12,Average
808,Individu-808,Laki-Laki,29,SMA,28068.69,11207.27,72,Rural,No,75.26,66.8,Finance,10,Average
809,Individu-809,Laki-Laki,44,SMA,21356.33,1718.76,55,Rural,No,19.82,89.27,Finance,1,Low Performer
810,Individu-810,Perempuan,50,Diploma,15380.95,12702.61,68,Urban,Yes,73.81,75.39,HR,20,Average
811,Individu-811,Laki-Laki,19,Doktor,26129.2,3494.75,64,Rural,Yes,53.01,99.91,IT,16,Average
812,Individu-812,Laki-Laki,41,Diploma,20648.56,6187.99,48,Urban,No,26.27,57.92,Marketing,7,Low Performer
813,Individu-813,Laki-Laki,41,Sarjana,1639.24,18369.47,44,Urban,No,51.71,92.56,Operations,20,Average
814,Individu-814,Laki-Laki,23,SMA,12937.69,7029.31,79,Suburban,No,91.64,79.63,Operations,5,Average
815,Individu-815,Perempuan,35,Doktor,24298.35,4149.54,65,Urban,No,98.51,51.4,IT,1,Average
816,Individu-816,Perempuan,50,Doktor,24087.7,8698.06,53,Urban,No,87.94,93.14,HR,39,High Performer
817,Individu-817,Perempuan,58,Doktor,21315.64,11226.16,32,Rural,No,57.0,54.04,Finance,16,Average
818,Individu-818,Laki-Laki,60,Diploma,15776.43,17617.7,43,Suburban,No,96.33,63.48,Marketing,13,Average
819,Individu-819,Perempuan,53,Diploma,4495.54,7260.39,55,Urban,No,59.47,62.15,Finance,16,Average
820,Individu-820,Perempuan,37,SMA,20521.31,4619.85,62,Urban,Yes,99.23,66.97,IT,5,Average
821,Individu-821,Laki-Laki,42,Diploma,23376.37,5575.14,80,Urban,No,96.65,90.17,Finance,40,High Performer
822,Individu-822,Perempuan,27,Magister,18091.03,9583.77,10,Suburban,Yes,66.11,99.01,Finance,30,Average
823,Individu-823,Laki-Laki,58,Diploma,15762.75,3868.66,62,Suburban,Yes,72.77,95.08,HR,24,Average
824,Individu-824,Perempuan,29,Sarjana,12633.65,15176.57,69,Rural,No,35.25,89.43,IT,26,Low Performer
825,Individu-825,Laki-Laki,55,Magister,6737.22,6539.25,62,Rural,Yes,24.87,60.59,Finance,12,Low Performer
826,Individu-826,Perempuan,38,Doktor,2415.82,4508.09,46,Urban,Yes,6.49,79.11,IT,10,Low Performer
827,Individu-827,Perempuan,36,Diploma,13665.96,19130.14,50,Urban,Yes,9.13,97.91,Marketing,36,Low Performer
828,Individu-828,Perempuan,44,Diploma,27321.24,18520.51,44,Urban,Yes,73.77,87.37,Marketing,31,Average
829,Individu-829,Perempuan,65,Diploma,29026.9,11490.34,67,Suburban,No,90.08,79.8,Operations,6,Average
830,Individu-830,Laki-Laki,57,Magister,6096.99,14936.5,79,Urban,Yes,87.54,83.07,Operations,32,High Performer
831,Individu-831,Laki-Laki,34,Diploma,15817.41,15362.19,79,Urban,No,59.24,71.97,IT,28,Average
832,Individu-832,Laki-Laki,40,SMA,23531.78,6642.59,41,Suburban,Yes,66.27,60.61,HR,32,Average
833,Individu-833,Perempuan,59,Sarjana,1980.12,11215.25,14,Rural,Yes,17.33,95.28,IT,18,Low Performer
834,Individu-834,Laki-Laki,34,Sarjana,8068.05,5878.68,26,Suburban,Yes,61.87,58.24,IT,35,Average
835,Individu-835,Perempuan,30,Diploma,19402.69,4761.99,32,Suburban,No,7.79,94.66,Operations,1,Low Performer
836,Individu-836,Laki-Laki,36,SMA,1820.62,17353.38,13,Rural,No,99.04,65.87,IT,23,Average
837,Individu-837,Laki-Laki,36,Diploma,16380.9,11954.16,45,Rural,No,31.14,85.97,Operations,33,Low Performer
838,Individu-838,Perempuan,25,SMA,24857.2,14809.8,42,Rural,Yes,60.32,65.41,Operations,36,Average
839,Individu-839,Laki-Laki,60,Diploma,29670.49,13725.88,35,Rural,No,57.62,60.53,Marketing,39,Average
840,Individu-840,Perempuan,45,Sarjana,19762.26,9235.88,50,Rural,Yes,18.55,97.48,Finance,13,Low Performer
841,Individu-841,Laki-Laki,56,Magister,9478.75,4976.57,42,Urban,Yes,60.24,68.94,IT,33,Average
842,Individu-842,Laki-Laki,59,Magister,7354.5,4973.23,79,Rural,Yes,44.87,93.88,Finance,24,Low Performer
843,Individu-843,Laki-Laki,24,Diploma,8343.18,16213.76,22,Urban,Yes,92.28,67.68,Operations,39,Average
844,Individu-844,Laki-Laki,57,Diploma,14756.07,19252.06,44,Rural,No,90.69,95.48,Operations,16,High Performer
845,Individu-845,Laki-Laki,37,Diploma,28981.36,18925.32,66,Suburban,No,7.48,68.53,Finance,34,Low Performer
846,Individu-846,Laki-Laki,55,Doktor,18242.37,12088.65,44,Suburban,No,23.98,57.34,Finance,34,Low Performer
847,Individu-847,Laki-Laki,20,Diploma,9538.33,4443.83,48,Rural,Yes,74.7,61.46,IT,25,Average
848,Individu-848,Laki-Laki,29,SMA,16395.27,13771.28,57,Rural,Yes,11.98,64.03,Marketing,6,Low Performer
849,Individu-849,Perempuan,41,SMA,22030.24,11695.77,37,Rural,No,21.72,50.95,IT,14,Low Performer
850,Individu-850,Perempuan,61,SMA,8973.24,13204.16,62,Rural,Yes,29.91,59.75,Marketing,27,Low Performer
851,Individu-851,Laki-Laki,32,Sarjana,17429.46,11098.66,69,Urban,Yes,4.41,64.49,IT,37,Low Performer
852,Individu-852,Perempuan,45,Magister,28277.26,2839.15,55,Urban,No,42.73,50.26,Marketing,26,Low Performer
853,Individu-853,Laki-Laki,52,Doktor,16840.13,19717.29,23,Suburban,No,84.56,89.31,Finance,39,High Performer
854,Individu-854,Perempuan,22,Doktor,22889.51,6720.45,34,Rural,Yes,85.92,52.95,Operations,33,Average
855,Individu-855,Perempuan,63,Magister,22652.8,12526.32,34,Urban,No,93.92,56.41,Operations,4,Average
856,Individu-856,Perempuan,35,SMA,1888.73,16134.26,15,Suburban,Yes,34.62,82.13,Marketing,5,Low Performer
857,Individu-857,Perempuan,61,Magister,8742.66,11413.98,45,Suburban,No,43.62,87.11,IT,34,Low Performer
858,Individu-858,Laki-Laki,52,Sarjana,10087.18,10504.28,52,Suburban,Yes,19.75,67.41,Marketing,19,Low Performer
859,Individu-859,Perempuan,29,SMA,9439.6,8934.0,77,Suburban,Yes,8.84,76.37,Marketing,33,Low Performer
860,Individu-860,Perempuan,59,Magister,29099.46,9437.04,35,Rural,Yes,53.71,94.43,HR,15,Average
861,Individu-861,Laki-Laki,37,Magister,7599.28,4673.25,70,Rural,Yes,65.41,83.76,Marketing,35,Average
862,Individu-862,Perempuan,21,SMA,25922.1,9765.41,60,Urban,Yes,40.67,97.53,Finance,38,Low Performer
863,Individu-863,Laki-Laki,46,Sarjana,29195.31,12885.64,20,Rural,No,84.47,69.84,Operations,35,Average
864,Individu-864,Perempuan,64,SMA,29888.15,12643.21,79,Suburban,No,83.85,64.96,Operations,12,Average
865,Individu-865,Perempuan,35,Doktor,25154.17,13625.31,61,Suburban,Yes,63.21,87.4,Operations,16,Average
866,Individu-866,Laki-Laki,49,Magister,25782.55,13633.17,22,Suburban,No,69.27,52.85,IT,22,Average
867,Individu-867,Laki-Laki,34,Sarjana,1885.02,13550.38,56,Urban,Yes,51.5,82.28,HR,31,Average
868,Individu-868,Laki-Laki,64,Diploma,8964.49,14009.81,77,Urban,No,90.23,84.14,Marketing,29,High Performer
869,Individu-869,Perempuan,65,SMA,14305.16,19875.76,65,Rural,Yes,46.83,60.89,Finance,36,Low Performer
870,Individu-870,Laki-Laki,34,SMA,24112.83,19510.76,20,Rural,Yes,90.42,66.94,Operations,21,Average
871,Individu-871,Perempuan,38,Sarjana,10248.44,15795.8,79,Rural,No,65.84,93.63,Finance,27,Average
872,Individu-872,Laki-Laki,33,SMA,7156.27,431.44,66,Rural,Yes,81.01,98.79,Finance,20,High Performer
873,Individu-873,Perempuan,57,SMA,2410.35,8824.0,13,Suburban,No,93.51,89.25,Finance,2,High Performer
874,Individu-874,Perempuan,47,Sarjana,20195.96,18660.46,45,Rural,No,11.37,70.97,IT,19,Low Performer
875,Individu-875,Laki-Laki,35,Diploma,8765.71,15657.93,78,Urban,No,41.23,58.52,IT,32,Low Performer
876,Individu-876,Perempuan,43,Sarjana,16767.61,530.58,19,Suburban,Yes,65.87,86.88,Finance,2,Average
877,Individu-877,Perempuan,35,Doktor,23940.11,12225.32,47,Urban,No,99.03,66.86,Operations,30,Average
878,Individu-878,Laki-Laki,54,Doktor,24915.62,3146.07,24,Rural,No,7.91,85.39,Operations,28,Low Performer
879,Individu-879,Laki-Laki,50,Doktor,19233.03,10849.73,13,Rural,Yes,19.86,97.55,HR,13,Low Performer
880,Individu-880,Perempuan,53,Doktor,21141.44,2902.71,44,Urban,No,5.3,73.33,Operations,3,Low Performer
881,Individu-881,Laki-Laki,63,Doktor,16983.52,16042.09,76,Suburban,No,8.25,72.96,Finance,28,Low Performer
882,Individu-882,Laki-Laki,21,Magister,28548.6,5679.2,61,Rural,No,91.75,54.7,Marketing,5,Average
883,Individu-883,Laki-Laki,24,Sarjana,22339.96,12351.74,11,Urban,No,9.35,84.67,Marketing,22,Low Performer
884,Individu-884,Laki-Laki,53,Doktor,27149.16,2230.16,65,Urban,Yes,19.83,68.97,HR,18,Low Performer
885,Individu-885,Perempuan,30,Magister,29078.74,4485.6,12,Suburban,No,91.07,66.15,Marketing,25,Average
886,Individu-886,Laki-Laki,32,Magister,5624.24,15771.27,71,Suburban,Yes,89.11,88.82,Operations,18,High Performer
887,Individu-887,Laki-Laki,18,Diploma,5984.07,4050.69,26,Suburban,No,73.84,56.07,Finance,24,Average
888,Individu-888,Laki-Laki,22,Doktor,26153.96,14556.58,41,Rural,Yes,27.26,62.93,IT,36,Low Performer
889,Individu-889,Laki-Laki,43,Sarjana,29193.57,12146.24,27,Suburban,No,52.44,91.11,HR,35,Average
890,Individu-890,Laki-Laki,36,Magister,23439.41,6561.87,41,Suburban,No,65.83,61.13,Marketing,22,Average
891,Individu-891,Perempuan,54,Sarjana,9809.12,18929.7,56,Urban,No,34.3,98.98,Marketing,39,Low Performer
892,Individu-892,Perempuan,22,Sarjana,7407.72,11445.07,72,Rural,Yes,7.06,64.58,Marketing,20,Low Performer
893,Individu-893,Perempuan,25,Diploma,26959.08,19746.85,15,Suburban,Yes,48.7,56.92,Finance,30,Low Performer
894,Individu-894,Perempuan,46,Diploma,15344.05,13023.33,77,Rural,No,51.93,53.07,Marketing,5,Average
895,Individu-895,Laki-Laki,35,SMA,11145.56,14762.16,79,Rural,Yes,69.57,55.01,IT,4,Average
896,Individu-896,Perempuan,49,Diploma,25598.66,749.51,60,Rural,Yes,81.04,86.41,Finance,25,High Performer
897,Individu-897,Laki-Laki,60,Doktor,21178.8,8511.59,47,Urban,No,36.12,96.25,HR,1,Low Performer
898,Individu-898,Laki-Laki,60,Magister,19078.44,6725.94,25,Rural,No,3.25,91.34,HR,12,Low Performer
899,Individu-899,Perempuan,59,Diploma,11996.03,10084.61,75,Suburban,No,73.08,78.98,IT,26,Average
900,Individu-900,Laki-Laki,41,SMA,2952.61,6441.58,73,Suburban,Yes,36.08,93.52,IT,34,Low Performer
901,Individu-901,Laki-Laki,40,SMA,6131.63,9493.44,68,Rural,No,65.42,88.56,HR,15,Average
902,Individu-902,Perempuan,48,SMA,9778.87,2252.25,44,Urban,Yes,41.23,60.54,Finance,32,Low Performer
903,Individu-903,Perempuan,36,Doktor,22967.36,7336.94,49,Urban,Yes,29.68,62.44,HR,25,Low Performer
904,Individu-904,Perempuan,51,Doktor,15223.9,13424.74,38,Suburban,No,25.35,92.99,Marketing,14,Low Performer
905,Individu-905,Laki-Laki,44,Sarjana,29516.58,11951.0,65,Rural,No,2.67,60.86,Marketing,29,Low Performer
906,Individu-906,Laki-Laki,48,Diploma,9094.81,3911.5,48,Urban,No,44.5,63.05,Operations,28,Low Performer
907,Individu-907,Laki-Laki,42,Magister,11762.48,13176.53,78,Rural,Yes,34.61,64.45,HR,10,Low Performer
908,Individu-908,Laki-Laki,33,SMA,22014.46,3302.06,39,Suburban,Yes,27.73,99.85,Marketing,10,Low Performer
909,Individu-909,Laki-Laki,23,Magister,2922.29,15926.84,13,Urban,No,98.15,99.94,Marketing,18,High Performer
910,Individu-910,Laki-Laki,33,Doktor,22512.74,9656.0,15,Rural,Yes,41.57,80.33,Marketing,35,Low Performer
911,Individu-911,Perempuan,45,Magister,2872.51,10602.62,11,Suburban,Yes,83.4,50.97,IT,4,Average
912,Individu-912,Perempuan,47,Diploma,12364.35,9884.87,61,Urban,Yes,11.29,63.18,Finance,28,Low Performer
913,Individu-913,Perempuan,50,Doktor,18995.3,17725.23,23,Rural,No,58.81,55.18,Marketing,7,Average
914,Individu-914,Laki-Laki,65,Diploma,14804.08,13280.33,29,Suburban,No,77.17,85.2,Operations,34,Average
915,Individu-915,Laki-Laki,48,Diploma,12549.8,13601.63,36,Rural,No,31.31,78.15,HR,29,Low Performer
916,Individu-916,Laki-Laki,23,SMA,27420.7,18264.75,49,Suburban,No,70.07,51.71,Finance,11,Average
917,Individu-917,Laki-Laki,31,SMA,2194.49,3175.0,49,Urban,No,30.89,96.54,HR,24,Low Performer
918,Individu-918,Perempuan,55,Sarjana,17929.27,10843.65,30,Rural,Yes,76.82,53.66,IT,22,Average
919,Individu-919,Laki-Laki,45,Sarjana,28421.83,17012.38,34,Rural,No,97.56,86.52,Operations,10,High Performer
920,Individu-920,Laki-Laki,26,Magister,15003.27,13148.77,15,Urban,No,60.13,69.35,Operations,35,Average
921,Individu-921,Laki-Laki,62,Magister,24950.57,9630.49,73,Rural,No,16.02,92.97,Finance,13,Low Performer
922,Individu-922,Perempuan,57,Doktor,28465.52,3051.5,10,Rural,No,7.48,80.3,HR,21,Low Performer
923,Individu-923,Laki-Laki,32,Sarjana,17529.56,15510.33,70,Urban,Yes,87.48,78.94,HR,16,Average
924,Individu-924,Laki-Laki,54,Diploma,18434.99,13479.51,73,Urban,No,66.95,92.11,HR,10,Average
925,Individu-925,Perempuan,58,Magister,17928.34,12872.35,70,Urban,No,19.0,75.98,HR,30,Low Performer
926,Individu-926,Laki-Laki,42,Sarjana,18919.01,696.42,80,Rural,Yes,64.72,60.4,IT,33,Average
927,Individu-927,Perempuan,65,Magister,1906.11,807.34,36,Urban,Yes,53.02,55.85,Marketing,21,Average
928,Individu-928,Laki-Laki,34,Sarjana,10946.84,7637.05,79,Rural,Yes,4.23,87.48,Operations,9,Low Performer
929,Individu-929,Perempuan,47,SMA,8857.0,7936.8,24,Urban,Yes,85.55,56.08,HR,17,Average
930,Individu-930,Laki-Laki,38,Magister,18348.54,2758.57,50,Suburban,Yes,29.06,50.13,Operations,15,Low Performer
931,Individu-931,Laki-Laki,39,SMA,18531.48,15999.73,47,Urban,No,89.24,99.36,HR,14,High Performer
932,Individu-932,Laki-Laki,35,SMA,10589.15,15356.37,43,Urban,No,2.01,80.24,IT,24,Low Performer
933,Individu-933,Perempuan,58,Diploma,7538.37,14162.64,24,Urban,No,35.23,92.58,IT,24,Low Performer
934,Individu-934,Perempuan,61,Doktor,19948.06,17406.37,56,Suburban,Yes,72.13,92.01,Marketing,35,Average
935,Individu-935,Perempuan,54,Diploma,14155.66,7319.07,12,Urban,Yes,2.59,52.93,HR,26,Low Performer
936,Individu-936,Perempuan,20,Sarjana,15674.95,17248.5,66,Rural,Yes,65.23,87.05,Finance,36,Average
937,Individu-937,Laki-Laki,63,Magister,2846.09,19103.29,32,Urban,Yes,1.73,63.12,Finance,31,Low Performer
938,Individu-938,Laki-Laki,46,SMA,16831.21,2118.34,70,Urban,Yes,99.85,86.59,Marketing,8,High Performer
939,Individu-939,Perempuan,30,Sarjana,5173.82,405.62,48,Suburban,No,28.42,66.07,Finance,27,Low Performer
940,Individu-940,Laki-Laki,41,Doktor,8348.49,14940.01,72,Urban,No,27.76,84.15,HR,26,Low Performer
941,Individu-941,Perempuan,28,Magister,1970.12,14176.49,30,Rural,Yes,74.21,92.78,HR,17,Average
942,Individu-942,Perempuan,53,Diploma,21398.29,10358.59,25,Urban,Yes,97.21,89.04,Marketing,26,High Performer
943,Individu-943,Laki-Laki,34,Doktor,11745.38,17739.08,26,Suburban,No,80.22,90.99,IT,1,High Performer
944,Individu-944,Perempuan,21,Doktor,4566.68,11056.12,45,Suburban,Yes,4.42,86.93,Marketing,14,Low Performer
945,Individu-945,Perempuan,40,Magister,7258.71,3383.42,46,Rural,Yes,26.0,67.86,Finance,10,Low Performer
946,Individu-946,Laki-Laki,62,Doktor,13031.32,19573.86,35,Rural,No,24.01,80.77,Finance,14,Low Performer
947,Individu-947,Perempuan,56,Doktor,9282.9,17838.29,29,Suburban,No,10.75,77.05,Operations,23,Low Performer
948,Individu-948,Perempuan,44,Diploma,23429.05,18906.88,21,Urban,No,95.44,74.01,IT,34,Average
949,Individu-949,Laki-Laki,26,Doktor,16309.11,1424.43,13,Suburban,Yes,91.69,70.73,Finance,30,Average
